Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Image_URL
60,Museum Tekstil,"Museum cinta Tekstil menempati gedung tua di Jalan K.S. Tubun / Kota Bambu Selatan No. 4 Kecamatan Palmerah, Jakarta Barat\n\nGedungnya sendiri pada mulanya adalah rumah pribadi seorang warga negara Prancis yang dibangun pada abad ke-19. Kemudian dibeli oleh konsul Turki bernama Abdul Azis Almussawi Al Kazimi yang menetap di Indonesia. Selanjutnya tahun 1942 dijual kepada Dr. Karel Christian Cruq.\nPada masa perjuangan kemerdekaan Indonesia, gedung ini menjadi markas Barisan Keamanan Rakyat (BKR) dan tahun 1947 didiami oleh Lie Sion Pin. Pada tahun 1952 dibeli oleh Departemen Sosial dan pada tanggal 25 Oktober 1975 diserahkan kepada Pemda DKI Jakarta yang untuk kemudian pada tanggal 28 Juni 1976 diresmikan penggunaannya oleh Ibu Tien Soeharto sebagai Museum Tekstil.",Budaya,Jakarta,5000,4.5,45,"{'lat': -6.187963400000002, 'lng': 106.8096081}",-6.1879634,106.8096081,https://asset.kompas.com/crops/oiEeor_wys_cOCyeaUUWqbzjB-s=/0x39:537x397/1200x800/data/photo/2023/05/16/646396c6d43ac.jpg
61,Tugu Proklamasi,"Tugu Proklamasi adalah tugu peringatan proklamasi kemerdekaan Republik Indonesia yang berdiri di kompleks Taman Proklamasi di Jalan Proklamasi, Jakarta Pusat. Taman tersebut berlokasi di bekas kediaman Sukarno di Jalan Pegangsaan Timur 56. Rumah tersebut, telah dihancurkan, adalah lokasi pembacaan proklamasi kemerdekaan.Pada kompleks juga terdapat monumen dua patung Sukarno-Hatta berukuran besar yang berdiri berdampingan, mirip dengan dokumentasi foto ketika naskah proklamasi pertama kali dibacakan. Di tengah-tengah dua patung proklamator terdapat patung naskah proklamasi terbuat dari lempengan batu marmer hitam, dengan susunan dan bentuk tulisan mirip dengan naskah ketikan aslinya.",Budaya,Jakarta,0,4.6,,"{'lat': -6.2030468, 'lng': 106.8466623}",-6.2030468,106.8466623,https://upload.wikimedia.org/wikipedia/commons/7/74/Proclamation_Monument_Jakarta.JPG
62,Taman Legenda Keong Emas,"Taman Legenda Keong Emas merupakan salah satu tempat rekreasi favorit yang ada di kawasan Jakarta Timur. Berada di dalam lokasi Taman Mini Indonesia Indah atau TMII, Taman Legenda Keong Emas TMII juga telah menjadi ikon di dalam pusat sarana wisata terbesar di Indonesia ini. Selain sebagai sarana rekreasi untuk seluruh keluarga, Taman Legenda Keong Emas TMII juga mempunyai visi dan misi untuk mengedukasi masyarakat sekaligus melestarikan warisan kebudayaan Indonesia, salah satunya melalui legenda cerita rakyat.",Taman Hiburan,Jakarta,30000,4.5,,"{'lat': -6.303904200000001, 'lng': 106.8936219}",-6.3039042,106.8936219,https://www.citimhotel.com/wp-content/uploads/2021/02/Taman-Keong-Mas.jpg
63,Museum Kebangkitan Nasional,"Museum Kebangkitan Nasional (bahasa Inggris: Museum of National Awakening) adalah sebuah gedung yang dibangun sebagai monumen tempat lahir dan berkembangnya kesadaran nasional dan juga ditemukannya organisasi pergerakan modern pertama kali dengan nama Boedi Oetomo. Sebelum menjadi museum, bangunan ini dahulunya adalah sekolah kedokteran yang didirikan oleh Belanda dengan nama School tot Opleiding van Inlandsche Artsen disingkat STOVIA atau Sekolah Dokter Bumiputra. Dalam perjalanannya, gedung tersebut selalu beralih fungsi. Lokasi museum ini tidak jauh dari Pasar Senen, tepatnya di Jalan Abdurrahman Saleh No.26, sebelum RSPAD Gatot Subroto, Jakarta Pusat.",Budaya,Jakarta,2000,4.7,45,"{'lat': -6.178352, 'lng': 106.838094}",-6.178352,106.838094,https://asset.kompas.com/crops/SWBBtvwJvU0eIa6L9hYd2801OBY=/0x0:0x0/1200x800/data/photo/2023/05/12/645e143b18816.jpg
64,Museum Sasmita Loka Ahmad Yani,"Museum Sasmita Loka Ahmad Yani adalah salah satu museum pahlawan nasional yang terletak di jalan Lembang No. 58 dan jalan Laruharhari No. 65, Jakarta Pusat, DKI Jakarta, Indonesia. Museum ini terbuka untuk umum dari hari Selasa hingga hari Minggu, dari pukul 08:00 hingga pukul 14:00 WIB. Setiap hari Senin museum ini ditutup untuk umum.",Budaya,Jakarta,2000,4.7,45,"{'lat': -6.204630300000001, 'lng': 106.8365324}",-6.2046303,106.8365324,https://storage.jakarta-tourism.go.id/public/images/article/16977981451664199827.jpg
65,Museum Basoeki Abdullah,"Museum Basoeki Abdullah berisi lukisan dan koleksi pribadi Basoeki Abdullah seperti patung, topeng, wayang dan senjata. Museum yang terletak di Jakarta Selatan ini dikelola oleh Kementerian Pendidikan dan Kebudayaan. Selain digunakan untuk pameran, museum ini juga digunakan untuk menggelar seminar, penelitian, lokakarya serta menerbitkan bermacam bentuk publikasi berupa katalog, biografi, kumpulan artikel dan hasil penelitian.
",Budaya,Jakarta,1000,4.6,90,"{'lat': -6.289788499999998, 'lng': 106.7932681}",-6.2897885,106.7932681,https://asset.kompas.com/crops/Z1oy5cOhaT2mjBzE38KdvEZITdc=/29x51:1578x1083/1200x800/data/photo/2023/03/19/64172691ef94b.jpeg
66,Museum Layang-layang,"Museum Layang-Layang adalah sebuah museum yang terletak di Jl. H. Kamang No. 38, Pondok Labu, Jakarta Selatan. Museum ini merupakan museum layang-layang pertama di Indonesia. Jumlah koleksi layang-layang di museum ini berjumlah 600, tetapi jumlah tersebut terus bertambah seiring datangnya koleksi-koleksi baru dari para pelayang daerah dan luar negeri maupun layang-layang yang dibuat sendiri oleh karyawan museum. Museum Layang-Layang buka setiap hari mulai pukul 09.00-16.00 WIB. Hari libur nasional Museum Layang-layang tutup.",Budaya,Jakarta,10000,4.5,90,"{'lat': -6.3080282, 'lng': 106.790548}",-6.3080282,106.790548,"https://atourin.obs.ap-southeast-3.myhuaweicloud.com/images/destination/jakarta/museum-layang-layang-profile1641209510.png?x-image-process=image/resize,p_100,limit_1/imageslim"
67,Margasatwa Muara Angke,"Suaka margasatwa Muara Angke adalah sebuah kawasan konservasi berdasarkan SK Menteri Kehutanan RI Nomor: 097/Kpts-II/1988, 29 Februari 1998 di wilayah hutan bakau di pesisir utara Jakarta. Secara administratif, kawasan ini termasuk wilayah Kelurahan Kapuk Muara, Kecamatan Penjaringan, Kotamadya Jakarta Utara.",Cagar Alam,Jakarta,25000,4.2,15,"{'lat': -6.1160075, 'lng': 106.7692016}",-6.1160075,106.7692016,https://traverse.id/wp-content/uploads/2018/03/Suaka-Margasatwa-Muara-Angke-Wisata-Konservasi-dan-Edukasi-di-Utara-Jakarta.jpg
68,Pasar Petak Sembilan,"Pecinan Glodok, tepatnya di Pasar Petak Sembilan, Jakarta Barat merupakan salah satu tempat yang menjual berbagai macam kuliner khas China. Kawasan yang sebagaian besar dihuni oleh orang Tionghoa ini terkenal dengan kuliner khas China yang banyak dijajakan oleh para warga. Mulai dari kue keranjang, kue dodol, hingga kue lapis banyak dijajakan di sini. Dengan harga mulai dari Rp 30 ribu hingga Rp 100 ribu, ketiga jenis kue ini menjadi kue yang paling sering dibeli untuk melengkapi perayaan Imlek. Menurut sumber dari penjual, mereka mengaku bahwa kue yang dijajakan didatangkan langsung dari berbagai daerah. Karena berasal dari wilayah yang berbeda, kue-kue ini memilliki ciri khas tersendiri.",Pusat Perbelanjaan,Jakarta,0,4.4,45,"{'lat': -6.143672200000001, 'lng': 106.8129398}",-6.1436722,106.8129398,https://storage.jakarta-tourism.go.id/public/images/article/15803036661664205314.jpg
69,Freedom Library,"Freedom Library adalah perpustakaan buku yang dibuka umum. Memiliki puluhan ribu koleksi buku yang disusun di rak dan sesuai dengan tema, sehingga mempermudah untuk mencari buku yang diinginkan. Dengan desain ruangan yang modern serta suasana yang tenang membuat pembaca akan betah berlama-lama disini.  Cukup dengan mendaftar menjadi member terlebih dahulu dan tidak dikenakan biaya (Gratis) kalian bisa membaca buku diperpustakaan ini.
",Budaya,Jakarta,0,5,,"{'lat': -6.202248200000001, 'lng': 106.8451968}",-6.2022482,106.8451968,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/57/77/a1/freedom-library.jpg?w=1200&h=-1&s=1
70,Perpustakaan Nasional,"Perpustakaan Nasional adalah perpustakaan yang secara khusus didirikan oleh Pemerintah Negara demi menyimpan informasi negara tersebut. Berbeda dengan perpustakaan umum, sangatlah jarang khalayak ramai diperbolehkan meminjam buku. Seringkali sebuah perpustakaan nasional menyimpan koleksi langka dan bersejarah.\nBeberapa perpustakaan awal bisa disebut perpustakaan nasional, seperti Perpustakaan Alexandria yang merupakan Perpustakaan Mesir Kuno. Perpustakaan nasional sering kali berukuran sangat besar dan luas apalagi jika diperbandingkan dengan perpustakaan biasa lainnya di negaranya. Beberapa negara yang tidak independen, tetapi tetap berkeinginan melestarikan budaya khusus mereka umumnya mendirikan sebuah perpustakaan nasional dengan segala atribut kelembagaan tersebut deposito hukum.\nBanyak perpustakaan nasional yang bekerja sama dengan Federasi Internasional dari Asosiasi dan Institusi Perpustakaan (bahasa Inggris: International Federation of Library Associations and Institutions (IFLA)) guna membagas tugas umum, menetapkan, dan mempromosikan standar umum serta pelaksanaan proyek untuk membantu memenuhi tugas mereka. Perpustakaan nasional di Eropa berpartisipasi dalam Perpustakaan Eropa. Ini merupakan pelayanan dari Konferensi Pustakawan Nasional Eropa (bahasa Inggris: Conference of European National Librarians (CENL)).\nSalah satu rencana pertama dari sebuah perpustakaan nasional yang dirancang oleh matematikawan, John Dee, pada tahun 1556 yang diperlihatkan pada Mary I dari Inggris dengan rencana yang visioner untuk pelestarian buku-buku lama, manuskrip, dan catatan dan pendirian perpustakaan nasional, tetapi proposal tersebut tidak disetujui.",Budaya,Jakarta,0,4.7,240,"{'lat': -6.181291799999999, 'lng': 106.8268717}",-6.1812918,106.8268717,https://asset.kompas.com/crops/nMH4pYLJfv0TDJs0ISqdXCGXXT0=/0x49:800x582/1200x800/data/photo/2018/01/06/1500126999.jpg
71,Cibubur Garden Diary (Cibugary),"Cibubur Garden Dairy atau biasa dikenal degan sebutan Cibugary merupakan sebuah perternakan sapi perah dan peternakan kambing yang memiliki nuansa kebun dikawasan Cibubur, sang empunya Bapak Rachmat Baghory mempunyai inisiatif untuk menjadikan tempat tersebut sebagai wisata agro edukatif terutama untuk anak-anak.",Cagar Alam,Jakarta,50000,4.5,,"{'lat': -6.379996900000001, 'lng': 106.8949793}",-6.3799969,106.8949793,https://cdn-spotlight.sgp1.digitaloceanspaces.com/image/2023/01/07/adac8728a32fac393d548c7ed643509f-wisata-cibubur-garden.jpg
72,Waterboom PIK (Pantai Indah Kapuk),"Waterbom Jakarta merupakan sebuah wahana permainan air yang cukup populer di kawasan Pantai Indah Kapuk (PIK), Jakarta Utara. Harga tiket masuk Waterboom PIK tidak terlalu menguras kantong, hanya Rp 100 ribu per orang saat weekday atau Rp 200 ribu saat weekend. Waterboom PIK menjadi objek wisata favorit saat liburan karena menawarkan fasilitas memadai dan memiliki wahana permainan air yang terbilang lengkap.",Taman Hiburan,Jakarta,300000,4.4,,"{'lat': -6.113655899999999, 'lng': 106.7478596}",-6.1136559,106.7478596,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/5d/6e/6a/waterbom-jakarta.jpg?w=1200&h=-1&s=1
73,Museum Perangko,Museum perangko dibangun dengan bentuk bangunan bergaya Jawa Bali di atas lahan seluas 9.590 m2 dan diresmikan oleh Presiden Soeharto pada tanggal 29 September 1983. Museum ini memamerkan koleksi perangko asal Indonesia dan luar negeri. Adapula sepeda pos antik merk Falter buatan Jerman Barat tahun 1950 diletakkan di serambi museum. Halaman depan ada bola dunia dengan merpati yang membawa sebuah surat yang melambangkan bahwa tugas Perum Pos dan Giro menjangkau seluruh dunia.,Budaya,Jakarta,5000,4.4,,"{'lat': -6.304184100000001, 'lng': 106.9017725}",-6.3041841,106.9017725,https://tamanmini.com/taman_jelajah_indonesia/wp-content/uploads/2023/09/Museum-Prangko-scaled.jpg
74,Museum Tengah Kebun,"Museum di Tengah Kebun adalah sebuah museum penyimpanan Â± 4.000 koleksi seni dan sejarah Indonesia dan luar negeri yang berlokasi di daerah Kemang, Jakarta Selatan. Museum ini dibangun di tengah kebun seluas 3.500 m2. Museum ini dimiliki secara pribadi oleh Sjahrial Djalil, salah satu tokoh periklanan modern Indonesia dan pendiri biro iklan Ad Force Inc. Pada tahun 2013, museum ini terpilih sebagai Museum Swasta Terbaik di Museum Awards dengan koleksi dari 63 negara dan 26 provinsi di Indonesia.[2] Hal yang membuat museum ini berbeda dari museum lainnya adalah penataan sebanyak 2.414 koleksi yang dipamerkan kepada pengunjung diletakkan tidak beraturan di berbagai sudut ruangan, seperti lantai, tangah taman, toilet, dinding luar rumah, dan lain sebagainya.",Budaya,Jakarta,0,4.6,120,"{'lat': -6.267513, 'lng': 106.824107}",-6.267513,106.824107,https://storage.jakarta-tourism.go.id/public/articles/64c4d952-0d74-4917-b1f8-b0fafec495e4.jpg
75,SnowBay Waterpark,"Waterpark yang menghadirkan wahana imajinatif berkonsep pegunungan bersalju. Tidak ketinggalan dengan atraksi air terbaik yang sangat menyenangkan. Dengan luas sekitar 3 hektar, tempat wisata ini menyediakan wahana â€“ wahana permainan air terbaik. Tak salah jika water park ini diminati dan dipadati oleh pengunjung terutama saat musim liburan datang. Pengunjung dapat menikmati keseruan berbagai atraksi air dengan pemandangan artistik yang menutupi 70% kawasan dengan salju. Pengunjung dapat merasakan rasa lelah dan penat berkurang hanya dengan menyaksikan suasana salju eksotik ini. Pengunjung akan disambut dengan rekreasi air berkelas dunia dengan konsep petualangan yang akan membuat terkesima. Menyuguhkan berbagai aktivitas seru yang dapat dinikmati oleh seluruh keluarga dari segala umur. Tidak hanya permainan air, terdapat juga wahana yang menantang adrenalin, cocok bagi yang ingin melepas stres.",Taman Hiburan,Jakarta,180000,4.3,,"{'lat': -6.299271800000001, 'lng': 106.89151}",-6.2992718,106.89151,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/f2/80/d6/photo2jpg.jpg?w=1200&h=1200&s=1
76,Taman Cattleya,"Kehadiran Taman Cattleya tentu saja sangat bermanfaat bagi masyarakat Ibu Kota, ditengah situasi penatnya kemacetan, tumpukkan pekerjaan, serta polusi yang menjadi ancaman bagi kota-kota besar. Lokasi Taman Cattleya sangat strategis bagi mereka anda yang sedang bingung mencari tempat yang pas di akhir pekan. Lokasi Taman Cattleya berada di dekat pusat perbelanjaan yang sangat terkenal, yaitu Mall Taman Anggrek.",Taman Hiburan,Jakarta,20000,4.5,,"{'lat': -6.181084299999999, 'lng': 106.7954476}",-6.1810843,106.7954476,"https://atourin.obs.ap-southeast-3.myhuaweicloud.com/images/destination/jakarta/taman-cattleya-profile1641207127.png?x-image-process=image/resize,p_100,limit_1/imageslim"
77,Taman Hutan Tebet,"Taman Tebet dibangun tahun 1960, taman ini sempat tertunda di tahun 1970 dan jadi pemukiman liar sampai tahun 2006. Dahulu, namanya Taman Honda. Bukan tanpa alasan, dinamakan demikian karena restorasi taman ini dilakukan atas kerjasama PT Honda Prospect Motor dan Pemerintah Provinsi DKI Jakarta. Taman seluas 1.800 m2 yang diresmikan oleh gubernur DKI Jakarta (waktu itu) Fauzi Bowo tanggal 28 Juli 2010. Merupakan ruang terbuka hijau yang dapat dimanfaatkan warga Jakarta untuk beraktivitas. Berada di antara jalan Tebet Barat Raya dan jalan Tebet Timur Raya Kecamatan Tebet, Kotamadya Jakarta Selatan. Kawasan taman memiliki anak sungai yang mengalir dari arah Pasarminggu menuju ke Manggarai. Taman Tebet juga dilengkapi dengan sejumlah fasilitas, seperti arena bermain untuk anak dan tempat berolahraga. Untuk arena olahraga sendiri, ada bulu tangkis dan jogging track. Taman yang dirawat oleh petugas ini juga menyediakan musala, kamar mandi, gazebo, dan fasilitas terapi refleksi.",Taman Hiburan,Jakarta,0,4.4,60,"{'lat': -6.237140900000001, 'lng': 106.8526505}",-6.2371409,106.8526505,https://asset.kompas.com/crops/8_GFpm-eSvQ0Ym5gtXUXbhExB74=/8x0:683x450/1200x800/data/photo/2022/02/08/62022fea9a150.jpeg
78,Hutan Kota Srengseng,"Selain Taman Hutan Mangrove dan Pantai Indah Kapuk, salah satu taman yang sudah cukup terkenal lama bisa dijumpai di sekitar Universitas Indonesia Depok, letaknya di pinggiran Jakarta, namanya Hutan Kota Srengseng. Sesuai namanya, kawasan wisata ini terletak di daerah Srengseng Kembangan Jakbar, letaknya dekat dengan daerah Kemayoran, Kebon Jeruk serta Rawa Buaya. Hutan Srengseng ini menjadi salah satu kawasan alam hijua yang bisa dijumpai di Daerah Khusus Ibukota Jakarta. Namun perlu diketahui bukan Srengseng Sawah ya, itu sudah berbeda. Kehadiran Taman Kota ini memberikan peran penting di sektor alam Jakarta yang tengah mengalami perkembangan cukup pesat.",Taman Hiburan,Jakarta,1000,4.3,,"{'lat': -6.210694499999999, 'lng': 106.7643954}",-6.2106945,106.7643954,https://asset.kompas.com/crops/tJFF3MREpzIggb4GTxp6OMNtQ1E=/0x107:1280x960/1200x800/data/photo/2023/07/03/64a2389fae9c1.jpeg
79,Taman Spathodea,"Objek Wisata Taman Spathodea di Jagakarsa DKI Jakarta Selatan Jakarta adalah salah satu tempat wisata yang berada di Jl. Kebagusan Raya, Kecamatan Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia. Objek Wisata Taman Spathodea di Jagakarsa DKI Jakarta Selatan Jakarta adalah tempat wisata yang ramai dengan wisatawan pada hari biasa maupun saat liburan. Yang menjadi daya tarik Taman Spathodea memiliki banyak jenis tanaman yang ditanam baik pepohonan dan bunga-bunga yang menghiasi area taman. Ada danau kecil yang berada ditengah taman akan membuat nyaman pengunjung. Banyak Fasilitas umum juga tersedia di Taman Spathodea seperti misalnya lintasan jogging, kolam ikan, outdoor gym, taman bermain untuk anak-anak, toilet, parkiran yang cukup luas dan tempat duduk yang cukup nyaman. Taman Spathodea ini hanya buka mulai pukul 05.00 â€“ 18.00 WIB jadi kalo sudah mulai malam taman ini akan ditutup untuk umum.",Taman Hiburan,Jakarta,0,4.6,30,"{'lat': -6.3226133, 'lng': 106.8241871}",-6.3226133,106.8241871,https://lookaside.fbsbx.com/lookaside/crawler/instagram/B78ezjiAnMf/0/image.jpg
80,Plaza Indonesia,"Plaza Indonesia diresmikan pada awal tahun 1990, terdiri dari empat lantai pertokoan kelas atas dengan luas 38.050 m2. Pusat perbelanjaan ini terletak di Bundaran Hotel Indonesia, tepatnya pada perantara jalan M.H. Thamrin dan jalan Kebon Kacang Raya di kawasan bisnis utama Jakarta.\nPlaza Indonesia juga dilengkapi dengan hotel Grand Hyatt Jakarta, sebuah hotel bintang lima berlantai 28 yang resmi dibuka juga pada awal tahun 1990. Hotel ini memiliki lebih dari 300 kamar dengan desain modern minimalis, restoran-restoran eksklusif, dan fasilitas yang sangat lengkap.\nPengembangan Plaza Indonesia berlanjut ketika Entertainment X'nter dibuka disebelah gedung yang ada dengan membidik pangsa pasar anak muda. Kedua gedung disambung dengan sebuah jembatan yang dikelilingi toko-toko.\nKini, Plaza Indonesia telah dilengkapi dengan gedung perkantoran The Plaza Office Tower dan apartement The Keraton Grand Hyatt Residences.\nPlaza Indonesia dikembangkan oleh PT Global Land Development Tbk (sebelumnya bernama PT Kridaperdana Indahgraha Tbk).",Pusat Perbelanjaan,Jakarta,0,4.7,120,"{'lat': -6.193925900000002, 'lng': 106.8222158}",-6.1939259,106.8222158,https://a.travel-assets.com/findyours-php/viewfinder/images/res70/210000/210042-Java.jpg?impolicy=fcrop&w=400&h=225&q=mediumLow
81,Mall Thamrin City,"Thamrin City atau Thamrin City Mall merupakan pusat perbelanjaan besar yang berada di Jakarta Pusat, yang lokasinya terletak Â± 150 meter dari bundaran Hotel Indonesia dan Â± 300 meter dari Pasar Tanah Abang, yang tepatnya berada di Jl. Thamrin Boulevard (d/h Kebon Kacang Raya) dengan akses berbagai arah antara lain dari Jl. Thamrin, Jl. Teluk Betung, maupun dari Jl. KH. Mas Mansyur",Pusat Perbelanjaan,Jakarta,0,4.4,60,"{'lat': -6.1946096, 'lng': 106.817905}",-6.1946096,106.817905,https://www.tiktok.com/api/img/?itemId=7412867857001860358&location=0&aid=1988
82,Museum Satria Mandala,"Museum Satria Mandala adalah museum sejarah perjuangan Tentara Nasional Indonesia yang terletak di Jalan Gatot Subroto, Jakarta Selatan. Museum yang diresmikan pada tahun 1972 oleh mantan Presiden Indonesia, Soeharto ini awalnya adalah rumah dari salah satu istri mantan Presiden Indonesia, Soekarno, yaitu istrinya yang bernama Ratna Sari Dewi Soekarno. Dalam museum ini dapat ditemui berbagai koleksi peralatan perang di Indonesia, dari masa lampau hingga modern seperti koleksi ranjau, rudal, torpedo, tank, meriam bahkan helikopter dan pesawat terbang (satu di antaranya adalah pesawat Cureng yang pernah diterbangkan oleh Marsekal Udara Agustinus Adisucipto).\nSelain itu museum ini juga menyimpan berbagai macam benda bersejarah yang berkaitan dengan TNI seperti aneka senjata berat maupun ringan, atribut ketentaraan, panji-panji dan lambang-lambang di lingkungan TNI. Selain itu di museum ini dipamerkan juga tandu yang dipergunakan untuk mengusung Panglima Besar Jenderal Soedirman saat dia bergerilya dalam keadaan sakit melawan pendudukan kembali Belanda pada era 1940-an.\nMasih dalam kompleks Museum TNI Satriamandala ini terdapat juga Museum Waspada Purbawisesa yang menampilkan diorama ketika TNI bersama-sama dengan rakyat menumpas gerombolan separatis DI/TII di Jawa Barat, Jawa Tengah, Aceh, Kalimantan Selatan dan Sulawesi Selatan pada era tahun 1960-an. Fasilitas lainnya yang ada di Museum TNI Satriamandala ini antara lain adalah Taman Bacaan Anak, Kios Cenderamata, Kantin serta Gedung Serbaguna yang berkapasitas 600 kursi.",Budaya,Jakarta,5000,4.5,150,"{'lat': -6.231698499999999, 'lng': 106.8185425}",-6.2316985,106.8185425,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/15/1c/4e/b-25-at-satria-mandala.jpg?w=1200&h=1200&s=1
83,Alive Museum Ancol,"Museum kini tidak hanya menawarkan benda â€“ benda yang bernilai sejarah dan edukatif. Tapi telah disulap menjadi wahana rekreasi seru dengan objek foto yang berbeda. Seperti Alive Museum yang ada di Ancol. Alive Museum menampilkan berbagai seni rupa berupa lukisan 3 dimensi. Dimana pengunjung dapat berfoto dengan latar belakang yang nyata meski hanya dari foto. Dan karena 3 dimensi, tentu foto akan terlihat nyata dengan objeknya.",Taman Hiburan,Jakarta,200000,4.3,,"{'lat': -6.117534399999999, 'lng': 106.857313}",-6.1175344,106.857313,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/26/ba/56/tahun-2016.jpg?w=900&h=-1&s=1
84,Kawasan Kuliner BSM,"Tidak seperti Pecenongan, Kawasan Kuliner BSM buka dari pukul 09:00 hingga 18:00. Berlokasi di Jalan M. H. Thamrin, Jakarta Pusat, Kawasan Kuliner BSM merupakan tempat makan murah favorit warga sekitar serta pelancong. Kawasan kuliner Jakarta ini menghadirkan kios dan warung yang berderet di satu area khusus. Pengunjung bisa menyusuri jalur sempit di antara tiap kios untuk memilih hidangan. Kawasan Kuliner BSM menghadirkan hidangan berat dan makanan ringan. Pengunjung bisa menemukan bakso, nasi goreng, aneka soto, nasi Padang, nasi uduk, pecel, sete, gudeg, gado-gado, dan sebagainya. Ada juga berbagai hidangan ringan dan kue-kue, seperti misalnya donat kentang, jamur goreng, sup buah, kentang goreng, dan beragam gorengan. Pengunjung bisa naik bus Trans Jakarta koridor 1 (Blok M-Kota) hingga ke Halte Bank Indonesia, lalu menyeberang jalan ke dekat gedung Bank Mandiri. Dari sana, Kawasan Kuliner BSM cukup mudah ditemukan.",Pusat Perbelanjaan,Jakarta,0,4.6,,"{'lat': -6.184258799999999, 'lng': 106.824033}",-6.1842588,106.824033,https://www.jakarta.go.id/uploads/contents/content--20210323024308.jpg
85,Hutan Kota GBK,"Ruang terbuka hijau yang dapat digunakan oleh masyarakat untuk berpiknik, yang berada di kawasan GBK",Taman Hiburan,Jakarta,0,4.7,,"{'lat': -6.221482980829047, 'lng': 106.80792052647219}",-6.221482981,106.8079205,https://www.olx.co.id/news/wp-content/uploads/2024/09/hutan-kota-GBK.webp
86,Moja Museum,"Moja Museum adalah destinasi seni interaktif di Jakarta yang menawarkan pengalaman unik bagi pengunjung. Museum ini dikenal dengan konsep cinema art, menghadirkan perpaduan antara seni visual dan hiburan. Dengan 14 ruangan kreatif, roller skate, serta berbagai instalasi menarik, Moja Museum menjadi tempat favorit bagi kaum milenial untuk berfoto dan menikmati seni dengan cara yang lebih menyenangkan.",Budaya,Jakarta,125000,4.5,,"{'lat': -6.217400894619392, 'lng': 106.80351779485292}",-6.217400895,106.8035178,https://awsimages.detik.net.id/community/media/visual/2020/10/30/eksis-bersepatu-roda-di-moja-jakarta-1_169.jpeg?w=1200
87,Benteng Martello,"Benteng Martello adalah benteng peninggalan kolonial Belanda yang terletak di Pulau Kelor, Kepulauan Seribu, Jakarta. Benteng ini dibangun pada abad ke-17 sebagai bagian dari sistem pertahanan Belanda untuk menghadapi serangan Portugis. Struktur benteng berbentuk lingkaran dengan dinding bata merah yang kokoh, meskipun sebagian besar telah mengalami kerusakan akibat letusan Gunung Krakatau pada tahun 1883.",Budaya,Jakarta,5000,4.7,,"{'lat': -6.217400894619392, 'lng': 106.74507983811333}",-6.217400895,106.7450798,https://asset.kompas.com/crops/ykpDfUicxM-OX4JFJI6ZYjgNvhc=/72x438:678x842/1200x800/data/photo/2019/10/11/5d9f798b03118.png
88,AEON Jakarta Garden City,"AEON Mall Jakarta Garden City adalah pusat perbelanjaan modern yang terletak di Cakung, Jakarta Timur. Mall ini dibuka pada 30 September 2017 dan menjadi bagian dari jaringan AEON Mall di Indonesia. Selain sebagai tempat belanja, AEON Mall JGC juga menawarkan berbagai hiburan, termasuk J-SKY Ferris Wheel, bianglala raksasa yang menjadi daya tarik utama. Mall ini memiliki 5 lantai dan 1 basement, dengan lebih dari 200 tenant yang menyediakan berbagai produk dan kuliner, terutama makanan khas Jepang.",Pusat Perbelanjaan,Jakarta,0,4.7,,"{'lat': -6.172038960748005, 'lng': 106.95318649099394}",-6.172038961,106.9531865,https://asset.kompas.com/crops/ELwTpJ3MMiFf6WT7OmnYs-J2leQ=/0x29:780x549/1200x800/data/photo/2017/08/30/3545073364.jpg
89,AEON Tanjung Barat,"AEON Mall Tanjung Barat adalah pusat perbelanjaan modern yang terletak di Jagakarsa, Jakarta Selatan. Mall ini dibuka pada 18 November 2021 dan merupakan bagian dari kawasan superblok South Gate, yang menggabungkan apartemen, perkantoran, dan pusat perbelanjaan. Dengan luas 97.000 meter persegi, AEON Mall Tanjung Barat memiliki 6 lantai pertokoan dan 3 lantai basement, serta lebih dari 180 tenant dari berbagai brand populer.",Pusat Perbelanjaan,Jakarta,0,4.6,,"{'lat': -6.30655791550913, 'lng': 106.84038607989865}",-6.306557916,106.8403861,https://aeonmall-tanjungbarat.com/images/content/mallinfo.jpg
90,Jakarta International Velodrome,"Jakarta International Velodrome adalah arena balap sepeda berstandar internasional yang terletak di Rawamangun, Jakarta Timur. Awalnya dibangun pada tahun 1973, velodrome ini mengalami renovasi besar pada 2016-2018 untuk menjadi venue utama cabang balap sepeda dalam Asian Games 2018.",Taman Hiburan,Jakarta,0,4.7,,"{'lat': -6.19289027195147, 'lng': 106.8899960436637}",-6.192890272,106.889996,https://awsimages.detik.net.id/community/media/visual/2021/08/30/jakarta-international-velodrome-1_169.jpeg?w=1200
